project_name,filename,smell_name,occurrence_id,line,new_commit,new_commit_message,new_commit_date,new_change_type,first_commit_date,removing_number_commits,number_commits,release_hash,release_date,relative_path,new_feature,bug_fixing,enhancement,refactoring,first_commit_goal
IBM/lale,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/IBMlale_analysis/ad1060ba39caeb6e2cc99497e224ffda8d9608d3/input/modified/lale/operators.py,columns_and_datatype_not_explicitly_set,1,1758,6ff140be384989a1c40ccaf39d2b0f47358f1473,Added schemas for two more autoai_libs operators (FS1 and TGen). (#319),2020-04-21 18:56:00+00:00,MODIFY,2019-08-06T14:39:27Z,373.0,570.0,66903f3a28a6099ef8e6d9ece4212cc432ec76cc,2021-10-12T09:49:04Z,lale/operators.py,1.0,0.0,0.0,0.0,new_feature
IBM/lale,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/IBMlale_analysis/8495ec0246c497be2f2d0bbafb3ae81d07c8c5cb/input/modified/lale/operators.py,in_place_apis_misused,1,3037,671098c8345398b15479f3dd5620bf552da0de9d,Added set_as_available to make_operator. (#799),2021-08-19 17:10:22+00:00,MODIFY,2019-08-06T14:39:27Z,921.0,921.0,66903f3a28a6099ef8e6d9ece4212cc432ec76cc,2021-10-12T09:49:04Z,lale/operators.py,1.0,0.0,0.0,0.0,new_feature
Xilinx/brevitas,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/Xilinxbrevitas_analysis/b783650d22b29ba4c04d8d7f9e71674f0d7909aa/input/modified/src/brevitas_examples/imagenet_classification/ptq/benchmark/ptq_benchmark_torchvision.py,columns_and_datatype_not_explicitly_set,1,119,3b7b9c787f804fb34c15f0d1a6ca8b568a0a0587,Feat: GPFQ support (#666),2023-09-27 13:50:37+00:00,MODIFY,2018-07-10T22:37:01Z,1181.0,1181.0,7d8daaf2f192d4a546d3c922ad71cb58cebbb7b9,2021-01-30T16:47:28Z,src/brevitas_examples/imagenet_classification/ptq/benchmark/ptq_benchmark_torchvision.py,1.0,0.0,1.0,0.0,new_feature
analyticalmindsltd/smote_variants,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/analyticalmindsltdsmote_variants_analysis/e66c9cb21766853c010a245fa6f407b9c45cc5e6/input/modified/smote_variants/_smote_variants.py,columns_and_datatype_not_explicitly_set,1,14556,c620ee6543b2895d9284c8bc5fb897a82e266a77,some changes,2018-12-11 19:30:34+00:00,MODIFY,2018-10-05T20:21:54Z,18.0,236.0,edda5dd0c098ee1d825670088985214bd4f81bef,2020-01-16T15:36:04Z,smote_variants/_smote_variants.py,0.0,0.0,1.0,0.0,enhancement
analyticalmindsltd/smote_variants,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/analyticalmindsltdsmote_variants_analysis/e41348b334b1e94a1bdb3d29780fea825a2bf14c/input/modified/smote_variants/_smote_variants.py,columns_and_datatype_not_explicitly_set,1,20646,1517817b0c02ef75d7f11e90a5baa0f73ac1601d,split,2022-07-02 19:00:13+00:00,MODIFY,2018-10-05T20:21:54Z,290.0,290.0,edda5dd0c098ee1d825670088985214bd4f81bef,2020-01-16T15:36:04Z,smote_variants/_smote_variants.py,0.0,0.0,0.0,0.0,other
analyticalmindsltd/smote_variants,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/analyticalmindsltdsmote_variants_analysis/e66c9cb21766853c010a245fa6f407b9c45cc5e6/input/modified/utils.py,columns_and_datatype_not_explicitly_set,1,258,c620ee6543b2895d9284c8bc5fb897a82e266a77,some changes,2018-12-11 19:30:34+00:00,MODIFY,2018-10-05T20:21:54Z,18.0,236.0,edda5dd0c098ee1d825670088985214bd4f81bef,2020-01-16T15:36:04Z,utils.py,0.0,0.0,1.0,0.0,enhancement
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/4db86744249636f92897134b053f2f286ef86919/input/modified/arviz/data/io_cmdstan.py,columns_and_datatype_not_explicitly_set,1,551,ae0138c4c9921c4280d20c0351d56ad6de448cfb,"Simplify CmdStan filereading (#1330)

* update cmdstan file reading

* fix path

* Check correct item

* Fix slice

* Fixes

* clean code

* update tests

* add attrs

* remove enumerate

* changelog

* small fixes

* enable warmup

Co-authored-by: ahartikainen <ahartikainen@github.com>",2020-08-03 04:47:44+00:00,MODIFY,2015-07-29T11:51:10Z,995.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/data/io_cmdstan.py,1.0,1.0,1.0,1.0,enhancement
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/78ec5a01c5f3ad8f77dcf1b869a1b429fdbc6fb3/input/modified/arviz/data/io_cmdstan.py,columns_and_datatype_not_explicitly_set,1,635,3d788cc7157b764130ee6f84bb2f42021e5ab258,"Update CmdStan read and logic (#1565)

* rewrite cmdstan logic

* clean sample_stats

* fix

* Handle empty lines

* use numbers

* fix typo

* temporarily downgrade pylint

* downgrade astroid

* fix

* fix errors

* change dict kw order

* fix handling

* update test

* combine pandas and manual

* remove requirement restrictions

* use numpy gentext for fileloading

* remove pandas import

* fix typo

* change test

* update csv reader

* clean file

* add info to changelog",2021-02-18 12:38:54+00:00,MODIFY,2015-07-29T11:51:10Z,1145.0,1145.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/data/io_cmdstan.py,1.0,1.0,1.0,1.0,enhancement
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/5d33ed4a1ac0e3c2c75b0271d892f1afab2135ac/input/modified/arviz/stats/stats.py,columns_and_datatype_not_explicitly_set,1,292,79d50b9f6b038397f5a324780d3b092d5c2c0af8,"change order mc_error and credible interval default value (#163)

* change order mc_error and credible interval default value

* change alpha to credible_interval",2018-08-10 19:36:54+00:00,MODIFY,2015-07-29T11:51:10Z,225.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/stats/stats.py,0.0,1.0,1.0,0.0,enhancement
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/95c988839db9791b4c8869cc0e7bf7704c488cb3/input/modified/arviz/stats/stats.py,in_place_apis_misused,1,371,6de4fe7d57b66d8c50a45a48135340413266dbcb,"New R-hat and ESS (#623)

* initial commit for the new ess and r_hat

* fix function and summary

* silence numpy warning

* rename functions and add multi_ufunc

* reorder functions

* bfmi to work with InferenceData

* restructure functions

* add and update tests

* more diagnostics, ufunc

* restructure diagnostics functions

* update tests

* tests and ufunc_wrapper

* improved Geyer's truncation

* empty slice

* sum empty slice

* fix naming issues

* black

* update summary

* add stan_reference_models

* update autocorr and autocov

* add reference.csv table

* change fft procedure

* fix behaviour

* fix edgecases

* fix docstyle

* update diagnostics and reference

* add tests for diagnostics

* defaults to dict

* Update test_stats.py

remove blank line

* Update test_stats.py

black

* fix tests",2019-05-11 12:46:37+00:00,MODIFY,2015-07-29T11:51:10Z,592.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/stats/stats.py,1.0,1.0,1.0,1.0,new_feature
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/dfe474f90b1007325eea1beeb8077c3a274b7c44/input/modified/arviz/stats/stats.py,columns_and_datatype_not_explicitly_set,2,162,bd251c1ab5b36595cab288c74f92e4d93e42c4a2,set correct types for compare DataFrame (#1475),2020-12-24 00:30:29+00:00,MODIFY,2015-07-29T11:51:10Z,1084.0,1084.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/stats/stats.py,0.0,0.0,0.0,0.0,other
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/26687997b4464c03b29c99e4093c8c50b1023da6/input/modified/arviz/stats/stats.py,columns_and_datatype_not_explicitly_set,1,418,aed8cf37b1f93048b01960a10dc68b371518987f,"Increase loo-results and select scale (#584)

* add scaling

* return scale information

* implement scales

* fix

* fix

* add scale tests

* some fixes

* fixes to pd.Series and sorting order

* dloo sign

* neglog to negative_log

* fix test

* black

* add docstrings and black and pylint

* some fixes

* change naming

* fix compareplot

* black

* kss to pareto_k

* test compare without scale column",2019-02-20 23:43:53+00:00,MODIFY,2015-07-29T11:51:10Z,544.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/stats/stats.py,1.0,1.0,1.0,1.0,new_feature
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/b592bf72d46be98fa4d2d5261e13001fc41724ae/input/modified/arviz/stats/stats.py,columns_and_datatype_not_explicitly_set,2,631,db7ff57c52538aa7d7d566ac83de51cf5365e8f8,"Convert stats and diagnostics to new API (#232)


* Update so tests pass

* LOO matches with old version

* WAIC matches

* Summary uses xarray

* reformat stats

* Stats and diagnostics use xarray

* Fix linting, comment",2018-09-16 14:06:36+00:00,MODIFY,2015-07-29T11:51:10Z,332.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/stats/stats.py,1.0,1.0,1.0,1.0,new_feature
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/e7baa93f4f397c2955cb30c83bf483f26e67f2f8/input/modified/arviz/stats/stats.py,in_place_apis_misused,1,749,be4a5495ff5db268955cbe9d2b43271f952666c4,"fix summary for single chain and minor aesthetic tweaks (#338)

* fix summary for single chain and minor tweaks

* fix pylint issue

* change statistics names",2018-10-09 16:31:05+00:00,MODIFY,2015-07-29T11:51:10Z,398.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/stats/stats.py,0.0,1.0,1.0,0.0,bug_fixing
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/d81efcdf5ee5ad62f7b5674be9957c0b34c219d1/input/modified/arviz/stats/stats.py,columns_and_datatype_not_explicitly_set,1,1033,bef6ac0482b2270252f64be5e6212c331a8d30c3,make waic return a Series (#646),2019-04-17 17:33:47+00:00,MODIFY,2015-07-29T11:51:10Z,581.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/stats/stats.py,0.0,0.0,0.0,0.0,other
arviz-devs/arviz,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/arviz-devsarviz_analysis/3afef45c92e4d1b551fcd2c11c2b4fb79a196203/input/modified/arviz/utils/utils.py,columns_and_datatype_not_explicitly_set,1,327,46956fe2453f78789fd11c7c1403c4351613150f,Remove a lot of old code (#240),2018-09-16 20:35:46+00:00,MODIFY,2015-07-29T11:51:10Z,334.0,995.0,b26009c619f91190005c0a65e4aa1884e27bb464,2018-09-21T20:00:50Z,arviz/utils/utils.py,0.0,0.0,1.0,1.0,enhancement
autorope/donkeycar,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/autoropedonkeycar_analysis/d8d93639d3de103d7b1a4d4c44c6ed405b48b6ef/input/modified/donkeycar/management/base.py,in_place_apis_misused,1,407,22e554251e34f7ca75024ab6ad0dcfda3fc95f2f,"Donkey 4.x is now official (#723)

* Update nano install docs - python3-opencv vs libopencv-python

* change slack to discord on readme

* Donkeycar 4.x release.  (#644)

## Major Improvements

- New Datastore.
- More ways to pre-process image data for training.
- Use the 2.x version of Tensorflow.
- Lots of other minor improvements.

* Improvements to the car app and handling of KerasPilot parts: (#648)

* Improvements to the car app and handling of KerasPilot parts:
* Created a simpler webserver or joystick car app by modifying and renaming the basic_web into basic template and switched this on as default. Also renamed the target from 'manage.py' to 'drive.py' because there is only driving and no training included
* Simplified the handling of uint8 and float32 numpy image arrays. KerasPilot.run() now expects uint8 data, transforms into float32 and delegates to its children. The corresponding rescaling step is gone from the car app
* smaller updates/fixes to environment and config files
* added support for tflite pilots in makemovie

* Improvements to the car app and handling of KerasPilot parts:
* Added docstring to KerasPilot methods
* Fixed bad merge for model types in complete config

* Add configuration to allow creating sub directories for each tub (like the legacy tub) or by default store all recordings in the data directory directly. (#649)

* Update setup.py with progress module for pi (#650)

* Update setup.py

* Update setup.py

Made changes online.

* Add testing for training: (#651)

* added example tub data as tar.gz in tests with 1000 records
* check validation data size in train
* created new test_train.py
* added support for read-only tub, required to create r/o tub in tmp dir
* changed loss in categorical model to equally weight throttle and steering
* changed mod on scripts to u+x

* Rename `drive.py` to `manage.py` to preserve CLI compat. (#656)

* Train still prompts you to move to then new entry point.
* Also fixes https://github.com/autorope/donkeycar/issues/655

* Cleanup exit handlers in the new datastore. (#657)

* Minor datastore_v2 improvements. (#658)

* Add __exit__ handlers again.
* Use `os.linesep` to deal with line separators consistently.

* Be explicit about newline characters (#660)

* Be explicit about newline characters #2 (#661)

* Remove the extra flush(). Windows is less forgiving (#662)

* Remove redundant code (#663)

* Windows Doc Updates (#668)

Added more options for Installing Donkey Car on Windows.

- Anaconda
- Native
- Windows Subsystem for Linux (WSL) - experiential

These options give more flexibility and could make deployment easier for some individuals.  I personally always install donkey car natively onto Python installed on the System.  I will be looking more into WSL going forward as it has some interesting benefits.

* Integrate osx into travis. (#665)

* add in --user flag for MakeMovie so that you can select if you want to draw the line on the video or not.  default: true

* updated args.draw_user_input

* update to include recommendations

* added in brake functionality for simulator only

fix typo in drivemode return which checked pilot/throttle instead of brake

* fix autorope/issue #671 (#672)

* Jonathans changes from issue #634 and PR #646 (#676)

* Bump version to 4.0.1 (#677)

* Fix template docopt, as it's called managed.py and not drive.py

* Allow overriding WEB_CONTROL_PORT from env variable

* - Add simulator support to basic.py (#682)

- Update cfg_basic.py with simulator parameters

* Switch to using memory-mapped files when reading. (#691)

* This makes reading a 100x faster.

* new: mqtt telemetry support (#688)

* A configurable training pipeline. (#693)

* Implement a Lazy transformable pipeline.
* Implement basic batching. However, this will need to be improved
  further for models with multiple outputs.
* Replace the old `Sequence` implementation used with a new `Pipeline`.

Test: Ran end to end tests.

* The telemetry mqtt test is breaking w/ a timeout on the connection to the server.

* change the public mqtt server name to one that's listening

* * Overriding inference in TensorRT as pass as it is not needed here. (#698)

* Need to implement inference to run on the normalised image (#699)

* Fix sequence iterators (#704)

* Change training pipeline from tf.Sequence to tf.data (#701)

* Improve pipeline use: move from building list of pipelines of single transforms to building a single pipeline with a list of transforms (actually just looping through function to go from TubRecord -> image -> augment -> normalise -> x and TubRecord -> y).

Fixed TfmIterators and TfmIterables.
* Iterables are the containers and are sized - these are the user objects
* Iterators are protocol objects to allow iteration, they have no logic and are local to the Iterables
* build/map_pipeline both return sized Iterables
* removed all batch logic, this is not required
* still commented but left code that uses generator based pipeline as this is simpler code

Using new small temporary pipeline generator
* this keeps the TubSequence lazy and avoids to roll out the pipeline into a list
* added a test to check consistency of the pipeline
* remove empty (after moved) augmentation file
* removed augmentation from old tub (as it's not needed and we removed the old augmentation)

New pipeline changes:
* moved augmentation into own class that is used above and can be used a  threaded or non-threaded part
* moved train functionality out of template and added 'donkey train', train.py just a simple dummy script for backward compatibility

* Address code reviews:
* Re-base on current dev to use un-altered sequence.py
* Add iterator consistency test to pipeline tests
* Undo changes in fast_stretch.py
* better tf shape manipulation
* small code improvements in training.py
* remove sleep in augment part

* Address code reviews:
* Add clearing of tubrecord list and minor renamings

* * Add support for multi-dimensional model input and making the x, y interface symmetrical on the model / training interface: (#707)

- x/y_transform extract x, y as numpy arrays or floats out of the record
  - x/y_translate convert the numpy arrays of floats into tf-readable dictionaries used in tf data.
* Simplify model interface by implementing output_types() directly in the base class using output_shapes() dictionary.
* Adding developer guide for own model development
* Updated donkey command documentation
* Improve asserts and type hints in keras.py
* Added missing __init__.py in parts module.
* Add cool ascii text for donkey init and update yml and setup files including mypy
* Remove model training test from Travis and change the test to relative convergence. This avoids random fall overs in CI.
* Added test of tf.data as used in the training pipeline through re-implementation of data transformation from tub records to tf expected dictionaries, for all currently supported models.

* Minor changes for 4.1 in tub conversion script and developer doc (#708)

* Minor changes for 4.1
* Update conversion script to translate discontinuous data.
* In developer guide add disclaimer for version and correct intra-page links.

* * Update doc with donkey train command.
* Update doc with developer section for building own models in donkey 4.1
* Integrate changes from PR feedback

* Incorporate PR feedback
* Add empty records concept to tub
* Minor updates to conversion script

* Incorporate PR feedback
* Add empty record type into conversion script

* docs: fix simple typo, unfarmilar -> unfamiliar (#714)

There is a small typo in docs/guide/host_pc/setup_windows.md.

Should read `unfamiliar` rather than `unfarmilar`.

* Added the ability to train PyTorch models (#706)

* Added in PyTorch and PyTorch Lightning to train a DC model

Successfully able to train a ResNet18-based model using PyTorch
Lightning.

* Removed hard-coded max number of epochs (used for debugging)

* Added an inference transform to ResNet18 to convert PIL -> tensor

* Unsqueezed input tensor during inference for batch dimension

* Reshaped ResNet output from (1, 2) to (2,)

* Added the ability to resume training from a checkpoint

* Added helper print message when tensorboard logging is enabled

* Updated docopt arguments for train.py. Made checkpoint optional

* Changed TorchTubDataset from sub-classing Dataset to IterableDataset

This was done in response to https://github.com/autorope/donkeycar/pull/706#discussion_r548137252

* Renamed load_image_arr to load_image. Updated load_pil_image

load_pil_image will now handle converting the image to greyscale
(vs. this being done in load_image).

* Updated enviroments for Mac and Ubuntu. Set Python=3.7

* Updated installation documentation. Added script to setup Nano

Updated the installation instructions for Ubuntu, Mac, and Windows.
Clarified a common issue that occurs when running pip install -e .[pc]
with ZSH.

Also added a script to setup the Jetson Nano and updated the documentation
for the Nano (it previously was installing tensorflow 1.x).

* Added torch flag to setup.py to install pytorch

* Moved pytorch training into base.py and removed from train.py
